jenis_kelamin,usia,pendidikan,pekerjaan,penghasilan,domisili,durasi_internet,aktivitas_online_meningkat,aktivitas_online_meningkat_3bln,layanan_aktif_1,layanan_aktif_2,layanan_aktif_3,layanan_aktif_4,layanan_aktif_5,layanan_aktif_6,bank_1,bank_2,bank_3,bank_4,bank_5,bank_6,bank_7,freq_atm,freq_internet_bank,freq_mobile_bank,freq_sms_bank,freq_cabang,fitur_cekSaldo,fitur_mutasi,fitur_transfer_sesamabank,fitur_transfer_antarbank,fitur_pulsa,fitur_tagihan,keluhan_1,keluhan_2,keluhan3,keluhan 4,emoney_pilihan1,emoney_pilihan2,emoney_pilihan3,emoney_pilihan4,emoney_pilihan5,emoney_pilihan6,emoney_pilihan7,emoney_pilihan8,emoney_pilihan9,emoney_pilihan10,emoney_pilihan11,alasan_emoney_1,alasan_emoney_2,alasan_emoney_3,alasan_emoney_4,alasan_money_5,penggunaan_emoney_1,penggunaan_emoney_2,penggunaan_emoney_3,penggunaan_emoney_4,penggunaan_emoney_5,penggunaan_emoney_6,penggunaan_emoney_7,penggunaan_emoney_8,penggunaan_emoney_9,penggunaan_emoney_10,cara_topup_emoney_1,cara_topup_emoney_2,cara_topup_emoney_3,cara_topup_emoney_4,cara_topup_emoney_5,cara_topup_emoney_6,cara_topup_emoney_7,nominal_topup,freq_topup,keluhan_emoney_1,keluhan_emoney_2,keluhan_emoney_3,keluhan_emoney_4,penggunaan_qr_1,penggunaan_qr_2,penggunaan_qr_3,penggunaan_qr_4,lokasi_qr_1,lokasi_qr_2,lokasi_qr_3,lokasi_qr_4,lokasi_qr_5,lokasi_qr_6,freq_belanja_6bln,belanja_online_1,belanja_online_2,belanja_online_3,belanja_online_4,belanja_online_5,belanja_online_6,belanja_online_7,belanja_online_8,belanja_online_9,belanja_online_10,belanja_fashion,belanja_groceries,belanja_hp,belanja_laptop,belanja_elektronik,belanja_kosmetik,belanja_hobi,belanja_pulsa,belanja_makanan,belanja_pesawat,belanja_bioskop,tempat_belanja_online_1,tempat_belanja_online_2,tempat_belanja_online_3,tempat_belanja_online_4,tempat_belanja_online_5,tempat_belanja_online_6,tempat_belanja_online_7,tempat_belanja_online_8,ecommerce_1,ecommerce_2,ecommerce_3,ecommerce_4,ecommerce_5,ecommerce_6,ecommerce_7,ecommerce_8,ecommerce_9,ecommerce_10,ecommerce_11,ecommerce_12,food_delivery,alasan_offline_1,alasan_offline_2,alasan_offline_3,alasan_offline_4,alasan_offline_5,alasan_offline_6,alasan_offline_7,bayar_online_1,bayar_online_2,bayar_online_3,bayar_online_4,bayar_online_5,bayar_online_6,bayar_online_7,bayar_online_8,keluhan_online_1,keluhan_online_2,keluhan_online_3,keluhan_online_4,keluhan_online_5,keluhan_online_6
Wanita,30,S1,Pegawai Negeri,> Rp 10 juta,bogor,8.0,Ya,Akses media sosial,Mobile Banking,ATM,Kartu Kredit,Internet Banking,,SMS Banking,,,,,Bank BRI,,,6-9 kali per bulan,> 10 kali per bulan,6-9 kali per bulan,6-9 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,Transaksi / pembayaran yang sama terjadi dua kali,,GoPay,ShopeePay,OVO,,,,,,Brizzi,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,Pembelian pulsa,,,,,,Mobile Banking,,,Internet Banking,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,,Mini market,Supermarket/ Mall,,,,Tetap,,,,,,,,,,,online,online,,,online,online,,online,online,,,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,Tiktok,,,,,Shopee,Gojek (GoFood,Tokopedia,,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Pria,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,cimahi,8.0,Sama saja,,Mobile Banking,ATM,,,,,,,Bank BCA,,,,,Kurang dari/ setidaknya 1 kali per bulan,,6-9 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,,Dana,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,Cafe/ restaurant,,,,Pedagang kaki lima / warung-warung pinggir jalan,,Menurun,,,,,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,Tokopedia,,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,,Transfer via Virtual Account,,COD (Cash on Delivery),,,,,,,,,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
Pria,20,SMA,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,,Ya,Mengikuti kelas online,Mobile Banking,,,,,,,,Bank BCA,,,,,,,2-5 kali per bulan,,,,Mobile Banking,Mobile Banking,Mobile Banking,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,,,,,,GoPay,OVO,,Cafe/ restaurant,,Supermarket/ Mall,,,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,,Gojek (GoFood,Tokopedia,Grab (GrabFood,,,,,,,,,GoFood,,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Pria,39,S1,Karyawan Swasta,Rp 5 juta – Rp 10 juta,semarang,10.0,Sama saja,,Mobile Banking,ATM,,Internet Banking,,,,,Bank BCA,,,,,2-5 kali per bulan,> 10 kali per bulan,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Internet Banking,Mobile Banking,Internet Banking,Layanan/ Sistem down,,,,,,,Dana,,,,,,,,,Efisien secara waktu,,,,,,,,Pembelian pulsa,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,,,QRIS,,,,,,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,,,Tetap,,,,Belanja groceries / keperluan sehari-hari secara online,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,,,,,,Shopee,,Tokopedia,,,,,Bukalapak,,,,,GrabFood,Dapat memilih barang langsung,,,,Tidak perlu mengeluarkan biaya pengiriman,,,,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,,
Wanita,35,S1,Freelancer,Rp 5 juta – Rp 10 juta,tangerang,,Sama saja,,Mobile Banking,ATM,Kartu Kredit,,,,Bank BNI,Bank Mandiri,Bank BCA,Bank CIMB Niaga,Bank BRI,,,2-5 kali per bulan,,> 10 kali per bulan,,,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,,,,,,,,,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,,,Menurun,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,Whatsapp,,,,Shopee,,Tokopedia,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Pria,56,S1,Karyawan Swasta,Rp 5 juta – Rp 10 juta,depok,,Sama saja,,,ATM,,Internet Banking,,,,Bank Mandiri,Bank BCA,,,,,> 10 kali per bulan,,6-9 kali per bulan,,,Mobile Banking,,ATM,ATM,,Mobile Banking,Layanan/ Sistem down,Proses tidak berhasil namun saldo terpotong,,,GoPay,,,Dana,eMoney Mandiri,Flazz BCA,,,,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,Top up di minimarket,ATM,,,,,Rp 150.001 – Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,Membeli makanan dan minuman secara online,,Pembelian pulsa secara online,,,Belanja buku,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,,online,online,online,online,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,Facebook,,,Shopee,Gojek (GoFood,,,,Lazada,,Bukalapak,,,,,GoFood,,Dapat mengecek keaslian dan kualitas Lebih aman,,,,,Tidak Familiar dengan aplikasi online untuk berbelanja atau memesan tiket,,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,Transfer via ATM,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,23,S1,Pelajar / Mahasiswa,< Rp 2 juta,jakarta,,Ya,Streaming video/ film,,ATM,,Internet Banking,,,,Bank Mandiri,,,,,,Kurang dari/ setidaknya 1 kali per bulan,6-9 kali per bulan,,,,Internet Banking,,Internet Banking,Internet Banking,ATM,ATM,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,Flazz BCA,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,,,Top up di minimarket,ATM,Internet Banking,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,,Belanja fashion & mode secara online,,,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,online,online,Marketplace (seperti Lazada,,,Tiktok,,,Line,,Shopee,,,,,,,,,,,Tiktok,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,Pembayaran sudah dilakukan; barang tidak tersedia,,,
Wanita,31,S1,Karyawan BUMD,Rp 5 juta – Rp 10 juta,bandung,15.0,Sama saja,,Mobile Banking,,Kartu Kredit,,,,Bank BNI,Bank Mandiri,,,,,,2-5 kali per bulan,Kurang dari/ setidaknya 1 kali per bulan,> 10 kali per bulan,Tidak Pernah,Kurang dari/ setidaknya 1 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,,,,,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,,,Tetap,,,,,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,menggunakan fitur Paylater,,,,,,
Wanita,18,SMA,Pelajar / Mahasiswa,Rp 2 juta – Rp 5 juta,bogor,,Sama saja,,Mobile Banking,,,,,,,,Bank BCA,,,,,Kurang dari/ setidaknya 1 kali per bulan,Tidak Pernah,6-9 kali per bulan,Tidak Pernah,Tidak Pernah,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,> Rp 300.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Meningkat,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,Pembelian pulsa secara online,Belanja groceries / keperluan sehari-hari secara online,Belanja kosmetik & alat kecantikan/ perawatan badan secara online,Belanja buku,Booking transportasi jarak jauh kereta api/ pesawat secara online,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,,Whatsapp,,Line,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,,,,Pembayaran telah dilakukan tetapi tidak terdeteksi/ terkonfirmasi,
Pria,19,SMA,Pelajar / Mahasiswa,< Rp 2 juta,bandung,6.0,Sama saja,Streaming video/ film,Mobile Banking,ATM,,Internet Banking,,,,,Bank BCA,,,,,> 10 kali per bulan,> 10 kali per bulan,> 10 kali per bulan,Tidak Pernah,Tidak Pernah,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,,ShopeePay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,Pasar tradisional,Meningkat,,Belanja fashion & mode secara online,,Belanja groceries / keperluan sehari-hari secara online,,Belanja buku,Booking transportasi jarak jauh kereta api/ pesawat secara online,,Belanja handphone,laptop/ komputer secara online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,Tiktok,Whatsapp,,,Padi UMKM,Shopee,,Tokopedia,,,,,Bukalapak,,,,,ShopeeFood,Dapat memilih barang langsung,,Langsung dapat membawa pulang barang dan menggunakannya,,Tidak perlu mengeluarkan biaya pengiriman,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,,,,,,,,,,,,
Wanita,19,S1,Pelajar / Mahasiswa,Rp 2 juta – Rp 5 juta,padang,8.0,Ya,Bekerja 😊,Mobile Banking,,,,,,,Bank Mandiri,,,,,,,,> 10 kali per bulan,,,,,ATM,,,,Layanan/ Sistem down,,,,GoPay,,,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,,Tidak perlu datang ke bank,,Pembelian delivery makanan,,,Pembayaran di restauran/ cafe,,,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan,,Tetap,,,,,,,,,,,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,,,,,,,,,,,GoFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,,,,,Kartu Kredit / Debit Online,,,,,,,,
Wanita,20,SMA,Pelajar / Mahasiswa,< Rp 2 juta,medan,5.0,Sama saja,,Mobile Banking,ATM,,,,,,,Bank BCA,,,,,Kurang dari/ setidaknya 1 kali per bulan,> 10 kali per bulan,> 10 kali per bulan,Tidak Pernah,Kurang dari/ setidaknya 1 kali per bulan,,,,,,,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,Top up di minimarket,ATM,Internet Banking,Melalui Driver,,,> Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,,,Meningkat,Membeli makanan dan minuman secara online,Belanja fashion & mode secara online,Pembelian pulsa secara online,Belanja groceries / keperluan sehari-hari secara online,Belanja kosmetik & alat kecantikan/ perawatan badan secara online,Belanja buku,Booking transportasi jarak jauh kereta api/ pesawat secara online,Booking Hotel secara online,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,Website toko online Instagram,Tiktok,,,,,Shopee,Gojek (GoFood,,Grab (GrabFood,,,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,Tidak perlu mengeluarkan biaya pengiriman,Lebih murah,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,Transfer via ATM,Kartu Kredit / Debit Online,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,Pembayaran sudah dilakukan; barang tidak tersedia,Jumlah barang yang diterima kurang,,
Wanita,19,SMA,Pelajar / Mahasiswa,Rp 2 juta – Rp 5 juta,bandung,8.0,Ya,Akses media sosial,Mobile Banking,,,Internet Banking,,,,,,,Bank BRI,,,Kurang dari/ setidaknya 1 kali per bulan,6-9 kali per bulan,2-5 kali per bulan,,,Internet Banking,Internet Banking,Internet Banking,ATM,Internet Banking,ATM,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,,Efisien secara waktu,,,,,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,,,Pembayaran transportasi umum,,Mobile Banking,,,Internet Banking,,,,"Rp 25.000 – Rp 50.000,-",Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan,,Menurun,,Belanja fashion & mode secara online,,Belanja groceries / keperluan sehari-hari secara online,,,,,,,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,online,online,online,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,offline/ langsung datang ke toko fisik,Marketplace (seperti Lazada,,,,,,,,Shopee,,,Grab (GrabFood,,Lazada,,,,,,,GoFood,Dapat memilih barang langsung,,Langsung dapat membawa pulang barang dan menggunakannya,,Tidak perlu mengeluarkan biaya pengiriman,,,,,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,COD (Cash on Delivery),,,,menggunakan fitur Paylater,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,,,,
Wanita,27,S2,Karyawan Swasta,Rp 2 juta – Rp 5 juta,medan,7.0,Ya,Mengikuti kelas olahraga secara online,Mobile Banking,,,,Datang ke Kantor Cabang,,,,Bank BCA,Bank CIMB Niaga,,,,2-5 kali per bulan,,> 10 kali per bulan,,> 10 kali per bulan,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Mobile Banking,Layanan/ Sistem down,,,,GoPay,ShopeePay,OVO,Dana,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,Pembayaran tol,Pembayaran di minimarket,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),Aplikasi tidak bisa digunakan/ diakses,,Telah Top Up tapi saldo tidak bertambah,,QRIS,GoPay,OVO,,Cafe/ restaurant,,,,,,Meningkat,Membeli makanan dan minuman secara online,,Pembelian pulsa secara online,,,,,,Belanja handphone,laptop/ komputer secara online,online,offline/ langsung datang ke toko fisik,online,online,online,online,offline/ langsung datang ke toko fisik,online,online,online,online,Marketplace (seperti Lazada,Jasa Layanan Delivery Online (seperti Happyfresh,,,,,,,Shopee,Gojek (GoFood,Tokopedia,Grab (GrabFood,,Lazada,,,,,,,GrabFood,Dapat memilih barang langsung,Dapat mengecek keaslian dan kualitas Lebih aman,Langsung dapat membawa pulang barang dan menggunakannya,Sambil jalan-jalan,,,,melalui eMoney atau eWallet milik marketplace (seperti shopeepay,Transfer via Virtual Account,Transfer ke rekening bank melalui SMS/Mobile Banking atau Internet Banking,,,Kartu Kredit / Debit Online,,,Barang yang diperoleh tidak sesuai dengan spesifikasi/ tampilan di situs,Barang rusak/ salah tetapi tidak dapat dikembalikan,,Jumlah barang yang diterima kurang,,
